@relation 'Projet_de_données_Éco-DataLab (3)-weka.filters.unsupervised.attribute.AddExpression-E2026-A3-Nexpression-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceage-R9-weka.filters.unsupervised.attribute.AddExpression-Eifelse(A2=1|A2=3|A2=7|A2=15|A2=26|A2=38,1,ifelse(A2=2,2,ifelse(A2=4|A2=5|A2=6|A2=13,3,ifelse(A2=8|A2=10,4,ifelse(A2=9|A2=11|A2=12|A2=30|A2=31|A2=32|A2=34,5,ifelse(A2=14|A2=27,6,ifelse(A2=16|A2=17|A2=19|A2=23|A2=24|A2=33|A2=40,7,ifelse(A2=18|A2=28|A2=36|A2=37,8,ifelse(A2=20,9,ifelse(A2=21|A2=25|A2=39,10,ifelse(A2=22|A2=29|A2=35,11,12)))))))))))-Nregion-weka.filters.unsupervised.attribute.NumericToNominal-R10-weka.filters.unsupervised.attribute.RenameNominalValues-R10-N1:Auvergne-Rhone-Alpes,2:Hauts-de-France,3:Provence-Alpes-Cote-d-Azur,4:Grand-Est,5:Occitanie,6:Normandie,7:Nouvelle-Aquitaine,8:Centre-Val-de-Loire,9:Corse,10:Bourgogne-Franche-Comte,11:Bretagne,12:Autre-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToBinary-R7-weka.filters.unsupervised.attribute.AddExpression-E0.0-NA3/A1-weka.filters.unsupervised.attribute.AddExpression-EA3/A1-Nratio-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.AddExpression-E(A3 / A2) / A1-Npaiement_revenu_proportion-weka.filters.unsupervised.attribute.NumericToBinary-R4-weka.filters.unsupervised.attribute.NumericToBinary-R6-weka.filters.unsupervised.attribute.Remove-R11'

@attribute revenu numeric
@attribute duree numeric
@attribute montcred numeric
@attribute situfam_binarized {0,1}
@attribute ancienn numeric
@attribute cb_binarized {0,1}
@attribute incident_binarized {0,1}
@attribute age numeric
@attribute region {Auvergne-Rhone-Alpes,Hauts-de-France,Provence-Alpes-Cote-d-Azur,Grand-Est,Occitanie,Normandie,Nouvelle-Aquitaine,Centre-Val-de-Loire,Corse,Bourgogne-Franche-Comte,Bretagne}
@attribute ratio numeric

@data
3185.828372,12,3185,1,15,1,0,40,Occitanie,0.99974
2568.769115,7,2568,1,16,1,0,39,Occitanie,0.999701
527.223547,6,527,0,12,0,0,39,Occitanie,0.999576
2139.277081,9,2139,1,13,1,0,39,Occitanie,0.99987
1203.272461,17,2406,0,13,1,0,38,Occitanie,1.999547
420.899027,7,841,0,13,1,0,36,Occitanie,1.998104
426.280147,10,852,0,3,1,0,32,Occitanie,1.998686
1526.328643,16,1526,1,1,1,0,29,Occitanie,0.999785
2886.177738,12,5772,1,6,1,0,25,Occitanie,1.999877
2126.193891,13,4252,1,1,0,0,25,Occitanie,1.999818
1089.746934,11,1089,0,1,1,0,24,Occitanie,0.999315
1760.229858,6,1760,1,1,0,0,23,Occitanie,0.999869
467.994257,14,935,0,1,0,0,21,Occitanie,1.997888
574.66685,12,574,0,1,0,0,21,Occitanie,0.99884
627.711125,15,627,0,1,1,0,20,Occitanie,0.998867
570.160395,13,570,0,72,1,0,91,Grand-Est,0.999719
661.0357,6,1322,0,59,1,0,87,Grand-Est,1.999892
1495.427908,6,2990,1,64,1,0,86,Grand-Est,1.999428
1931.118372,12,3862,1,45,1,0,77,Grand-Est,1.999877
2018.561221,8,2018,1,46,1,0,75,Grand-Est,0.999722
1089.453771,6,2178,0,46,1,0,75,Grand-Est,1.999167
1169.695889,10,1169,0,47,1,0,73,Grand-Est,0.999405
4713.471868,16,4713,1,43,1,0,63,Grand-Est,0.9999
1252.396754,14,1252,0,28,1,0,62,Grand-Est,0.999683
1323.757568,6,2647,0,33,1,0,60,Grand-Est,1.999611
1446.623559,7,1446,1,30,1,0,59,Grand-Est,0.999569
1436.009663,12,1436,1,35,1,0,58,Grand-Est,0.999993
1306.6801,9,1306,0,24,1,0,55,Grand-Est,0.99948
403.344026,14,806,0,26,0,0,54,Grand-Est,1.998294
1386.467918,8,1386,0,27,1,1,52,Grand-Est,0.999663
448.895453,15,448,0,33,0,0,52,Grand-Est,0.998005
1963.286518,13,1963,1,24,1,0,49,Grand-Est,0.999854
8166.378147,15,8166,1,25,1,0,45,Grand-Est,0.999954
979.453847,10,979,0,19,1,0,42,Grand-Est,0.999537
2492.88882,8,2492,1,20,1,0,40,Grand-Est,0.999643
1959.896415,8,3919,1,9,1,0,37,Grand-Est,1.999595
530.381237,17,1060,0,7,0,1,35,Grand-Est,1.998562
505.946085,12,1011,0,6,1,0,34,Grand-Est,1.998237
7541.604806,9,15083,1,1,1,0,27,Grand-Est,1.999972
464.679288,13,464,0,2,0,0,27,Grand-Est,0.998538
637.605464,16,1275,0,2,0,0,27,Grand-Est,1.999669
1684.853935,9,3369,1,1,1,0,27,Grand-Est,1.99958
1547.769146,17,1547,1,3,1,0,26,Grand-Est,0.999503
1317.803836,6,2635,0,1,1,0,26,Grand-Est,1.999539
724.042701,9,724,0,1,0,0,24,Grand-Est,0.999941
1673.15938,10,1673,1,1,1,0,23,Grand-Est,0.999905
570.48351,10,570,0,1,1,0,19,Grand-Est,0.999152
1614.666509,13,3229,1,1,0,0,18,Grand-Est,1.999794
811.210785,12,1622,0,60,0,0,85,Occitanie,1.99948
631.792441,10,631,0,57,0,0,82,Occitanie,0.998746
814.739455,6,1629,0,61,0,1,80,Occitanie,1.999412
1434.757331,8,2869,1,49,1,0,80,Occitanie,1.999641
2157.954757,16,4315,1,44,1,1,74,Occitanie,1.999579
831.0265,13,1662,0,46,0,0,71,Occitanie,1.999936
404.280325,12,404,0,46,0,0,68,Occitanie,0.999307
1208.116026,10,2416,0,34,1,1,68,Occitanie,1.999808
1601.505392,8,3203,1,46,1,0,66,Occitanie,1.999993
1030.513448,9,2061,0,46,1,0,65,Occitanie,1.999974
3575.876001,16,3575,1,33,1,0,56,Occitanie,0.999755
3547.211914,6,3547,1,32,1,0,51,Occitanie,0.99994
746.566382,7,746,0,24,0,0,51,Occitanie,0.999241
1771.948495,7,3543,1,20,1,0,49,Occitanie,1.999494
520.546262,7,1041,0,24,0,0,46,Occitanie,1.999822
1236.922522,7,1236,0,19,1,0,45,Occitanie,0.999254
1394.348644,13,2788,0,16,1,0,41,Occitanie,1.9995
3154.997511,18,6309,1,20,1,0,40,Occitanie,1.999685
4100.688285,17,4100,1,9,0,0,40,Occitanie,0.999832
777.534412,16,777,0,8,0,0,40,Occitanie,0.999313
1260.812746,11,2521,0,7,0,0,38,Occitanie,1.999504
1693.171235,14,1693,1,4,0,0,38,Occitanie,0.999899
1632.528801,10,1632,1,10,0,0,34,Occitanie,0.999676
488.89537,13,977,0,5,0,0,33,Occitanie,1.998383
962.487503,9,1924,0,5,1,0,33,Occitanie,1.998987
650.703135,10,650,0,3,1,0,32,Occitanie,0.998919
2188.543656,15,2188,1,10,1,0,30,Occitanie,0.999752
1063.655173,17,1063,0,1,1,0,28,Occitanie,0.999384
870.455447,8,1740,0,2,0,0,28,Occitanie,1.998954
1197.199813,16,2394,0,1,0,0,23,Occitanie,1.999666
990.96022,11,990,0,1,1,0,22,Occitanie,0.999031
489.316325,13,489,0,68,0,0,92,Occitanie,0.999354
1546.35898,13,3092,1,72,1,0,92,Occitanie,1.999536
731.253866,11,731,0,55,1,0,82,Occitanie,0.999653
1362.994035,10,2725,0,53,1,1,77,Occitanie,1.999275
1088.461284,7,1088,0,48,1,0,75,Occitanie,0.999576
694.696177,9,1389,0,47,0,0,74,Occitanie,1.999435
760.949531,9,1521,0,54,0,0,74,Occitanie,1.998818
1045.969713,18,2091,0,50,1,1,73,Occitanie,1.999102
638.177084,6,638,0,53,1,0,72,Occitanie,0.999723
449.09892,6,898,0,41,0,0,70,Occitanie,1.999559
741.265683,16,741,0,34,1,1,68,Occitanie,0.999642
6510.633956,8,13021,1,47,1,0,67,Occitanie,1.999959
996.451257,9,1992,0,27,0,1,60,Occitanie,1.999094
1512.078415,6,1512,1,39,1,0,58,Occitanie,0.999948
4279.346018,14,4279,1,25,1,0,58,Occitanie,0.999919
1194.610299,14,2389,0,28,1,0,56,Occitanie,1.999815
837.027312,16,1674,0,22,1,0,50,Occitanie,1.999935
1439.417803,7,2878,1,26,1,0,50,Occitanie,1.999419
1027.346158,12,1027,0,23,1,0,50,Occitanie,0.999663
411.379267,8,822,0,18,0,0,49,Occitanie,1.998156
2027.004189,16,2027,1,26,1,0,49,Occitanie,0.999998
3389.878573,10,6779,1,14,1,0,46,Occitanie,1.999777
1100.458074,18,1100,0,24,1,0,46,Occitanie,0.999584
1425.593062,15,2851,1,19,1,0,43,Occitanie,1.999869
578.076668,16,578,0,13,0,0,43,Occitanie,0.999867
1586.705502,13,1586,1,13,1,0,42,Occitanie,0.999555
9539.713502,14,19079,1,7,0,1,40,Occitanie,1.999955
772.369604,9,772,0,2,0,0,36,Occitanie,0.999521
1038.371711,13,2076,0,12,1,0,35,Occitanie,1.999284
1045.374287,11,2090,0,1,0,1,25,Occitanie,1.999284
2438.206544,10,2438,1,3,0,0,22,Occitanie,0.999915
530.652152,16,530,0,70,0,1,91,Provence-Alpes-Cote-d-Azur,0.998771
922.117954,6,922,0,59,1,0,89,Provence-Alpes-Cote-d-Azur,0.999872
1050.589307,11,2101,0,63,1,0,85,Provence-Alpes-Cote-d-Azur,1.99983
504.888415,12,1009,0,53,0,0,76,Provence-Alpes-Cote-d-Azur,1.998461
458.405394,6,916,0,39,1,0,68,Provence-Alpes-Cote-d-Azur,1.998231
1668.429428,17,3336,1,39,1,0,67,Provence-Alpes-Cote-d-Azur,1.999485
1121.851319,16,1121,0,39,1,0,67,Provence-Alpes-Cote-d-Azur,0.999241
1586.464088,9,3172,1,41,1,0,65,Provence-Alpes-Cote-d-Azur,1.999415
1420.276879,6,2840,1,40,1,0,63,Provence-Alpes-Cote-d-Azur,1.99961
1085.682542,15,2171,0,41,1,0,63,Provence-Alpes-Cote-d-Azur,1.999664
474.151899,7,474,0,31,0,0,61,Provence-Alpes-Cote-d-Azur,0.99968
833.49889,14,1666,0,40,0,0,60,Provence-Alpes-Cote-d-Azur,1.998803
704.875138,18,704,0,34,1,0,58,Provence-Alpes-Cote-d-Azur,0.998758
599.038497,7,599,0,25,1,0,57,Provence-Alpes-Cote-d-Azur,0.999936
1685.824794,14,3371,1,27,1,0,56,Provence-Alpes-Cote-d-Azur,1.999615
745.082725,13,1490,0,22,1,0,55,Provence-Alpes-Cote-d-Azur,1.999778
8953.665787,8,17907,1,32,1,0,55,Provence-Alpes-Cote-d-Azur,1.999963
1910.846621,11,1910,1,22,1,0,53,Provence-Alpes-Cote-d-Azur,0.999557
1278.919044,6,1278,0,34,1,1,53,Provence-Alpes-Cote-d-Azur,0.999281
995.678726,10,995,0,24,0,0,51,Provence-Alpes-Cote-d-Azur,0.999318
1518.75526,11,1518,1,17,1,0,49,Provence-Alpes-Cote-d-Azur,0.999503
1223.792098,17,1223,0,28,1,0,47,Provence-Alpes-Cote-d-Azur,0.999353
468.573148,14,468,0,21,0,0,45,Provence-Alpes-Cote-d-Azur,0.998777
684.633288,8,1369,0,17,1,0,44,Provence-Alpes-Cote-d-Azur,1.999611
1234.716295,12,1234,0,21,1,0,42,Provence-Alpes-Cote-d-Azur,0.99942
2158.128227,10,4316,1,21,1,0,40,Provence-Alpes-Cote-d-Azur,1.999881
1862.906756,12,1862,1,10,0,0,33,Provence-Alpes-Cote-d-Azur,0.999513
1168.953728,13,2337,0,1,1,0,31,Provence-Alpes-Cote-d-Azur,1.999224
2651.151374,18,5302,1,1,0,0,28,Provence-Alpes-Cote-d-Azur,1.999886
411.659132,15,411,0,1,1,0,27,Provence-Alpes-Cote-d-Azur,0.998399
1985.829193,13,1985,1,4,0,0,26,Provence-Alpes-Cote-d-Azur,0.999582
1868.873123,6,3737,1,1,0,0,25,Provence-Alpes-Cote-d-Azur,1.999601
1413.936166,9,1413,1,1,1,0,24,Provence-Alpes-Cote-d-Azur,0.999338
7028.973693,9,7028,1,69,1,0,91,Normandie,0.999861
2013.222932,9,4026,1,59,1,0,82,Normandie,1.999779
686.960212,12,686,0,61,0,0,81,Normandie,0.998602
3317.243229,6,3317,1,59,1,0,79,Normandie,0.999927
1219.316863,17,1219,0,48,1,0,77,Normandie,0.99974
5435.7875,18,10871,1,51,1,0,75,Normandie,1.999894
1526.153549,9,1526,1,42,1,1,72,Normandie,0.999899
442.705057,14,442,0,37,0,0,71,Normandie,0.998407
562.719247,14,1125,0,42,0,0,71,Normandie,1.999221
519.340499,13,1038,0,40,1,1,70,Normandie,1.998689
1455.013041,17,1455,1,37,1,0,65,Normandie,0.999991
1212.232006,10,1212,0,38,1,0,63,Normandie,0.999809
5612.670966,15,5612,1,42,1,0,61,Normandie,0.99988
5440.838995,16,10881,1,42,1,0,61,Normandie,1.999875
2963.314827,7,2963,1,35,1,0,56,Normandie,0.999894
9195.804616,18,9195,1,34,1,0,56,Normandie,0.999913
1598.392162,18,1598,1,24,1,0,56,Normandie,0.999755
873.045163,17,873,0,31,1,0,56,Normandie,0.999948
1350.16177,10,1350,0,32,1,0,53,Normandie,0.99988
1357.414706,12,2714,0,23,1,1,53,Normandie,1.999389
4247.237219,6,4247,1,18,1,0,52,Normandie,0.999944
502.760988,18,502,0,30,0,0,51,Normandie,0.998486
5376.671682,6,5376,1,15,1,0,48,Normandie,0.999875
1053.079904,7,1053,0,16,1,0,46,Normandie,0.999924
892.221284,10,892,0,26,0,0,45,Normandie,0.999752
403.307087,18,806,0,15,0,1,44,Normandie,1.998477
6507.379932,12,6507,1,12,1,0,42,Normandie,0.999942
1290.729922,18,2581,0,9,0,0,41,Normandie,1.999644
2309.604861,10,2309,1,2,1,0,33,Normandie,0.999738
1209.736072,11,2419,0,5,0,0,32,Normandie,1.99961
581.327065,11,1162,0,2,0,0,28,Normandie,1.998875
3491.292918,12,6982,1,1,1,1,22,Normandie,1.999832
2272.907796,15,4545,1,1,1,0,19,Normandie,1.999641
860.842301,12,860,0,1,0,1,19,Normandie,0.999022
845.890048,14,845,0,1,0,0,18,Normandie,0.998948
3550.828817,11,3550,1,60,1,0,92,Auvergne-Rhone-Alpes,0.999767
797.941394,7,1595,0,69,0,0,89,Auvergne-Rhone-Alpes,1.998894
2668.779298,6,2668,1,68,1,0,87,Auvergne-Rhone-Alpes,0.999708
1242.654219,15,2485,0,54,1,0,81,Auvergne-Rhone-Alpes,1.999752
1501.521736,12,1501,1,57,1,0,77,Auvergne-Rhone-Alpes,0.999653
810.397641,8,1620,0,48,0,0,76,Auvergne-Rhone-Alpes,1.999019
1279.849014,15,1279,0,42,1,0,75,Auvergne-Rhone-Alpes,0.999337
1134.895308,15,1134,0,54,1,0,74,Auvergne-Rhone-Alpes,0.999211
3710.336847,18,3710,1,52,1,0,72,Auvergne-Rhone-Alpes,0.999909
594.422676,16,594,0,52,0,0,72,Auvergne-Rhone-Alpes,0.999289
1106.525782,6,1106,0,40,1,0,64,Auvergne-Rhone-Alpes,0.999525
1300.62985,17,2601,0,28,1,0,58,Auvergne-Rhone-Alpes,1.9998
2496.774106,8,4993,1,24,1,0,55,Auvergne-Rhone-Alpes,1.99978
431.106033,14,431,0,33,1,0,52,Auvergne-Rhone-Alpes,0.999754
3659.34937,10,7318,1,13,1,0,47,Auvergne-Rhone-Alpes,1.999809
2000.38741,14,2000,1,20,1,0,41,Auvergne-Rhone-Alpes,0.999806
403.55213,12,403,0,22,0,0,41,Auvergne-Rhone-Alpes,0.998632
769.172367,15,1538,0,11,1,0,40,Auvergne-Rhone-Alpes,1.999552
4242.918843,12,8485,1,17,1,1,37,Auvergne-Rhone-Alpes,1.999803
1810.805066,16,3621,1,12,1,0,36,Auvergne-Rhone-Alpes,1.999663
5165.900076,6,10331,1,6,0,1,35,Auvergne-Rhone-Alpes,1.999845
899.018575,12,1798,0,16,0,1,35,Auvergne-Rhone-Alpes,1.999959
438.160255,10,438,0,1,0,0,34,Auvergne-Rhone-Alpes,0.999634
1011.319318,9,2022,0,3,0,1,34,Auvergne-Rhone-Alpes,1.999369
1386.159415,16,2772,0,1,0,1,33,Auvergne-Rhone-Alpes,1.99977
1723.995624,8,3447,1,12,1,0,32,Auvergne-Rhone-Alpes,1.999425
1436.179009,6,2872,1,1,0,0,29,Auvergne-Rhone-Alpes,1.999751
8479.21658,11,8479,1,1,0,0,28,Auvergne-Rhone-Alpes,0.999974
1787.838652,8,3575,1,1,0,0,25,Auvergne-Rhone-Alpes,1.999621
1403.427058,12,1403,1,2,0,0,21,Auvergne-Rhone-Alpes,0.999696
1251.926256,7,2503,0,65,1,0,91,Nouvelle-Aquitaine,1.999319
678.303089,17,1356,0,65,1,0,88,Nouvelle-Aquitaine,1.999106
933.630026,7,933,0,66,0,0,85,Nouvelle-Aquitaine,0.999325
420.522265,8,841,0,62,0,0,83,Nouvelle-Aquitaine,1.999894
2257.48392,9,4514,1,56,1,0,83,Nouvelle-Aquitaine,1.999571
8749.871426,14,17499,1,47,1,1,80,Nouvelle-Aquitaine,1.999915
2021.344344,13,4042,1,48,1,0,79,Nouvelle-Aquitaine,1.999659
851.457375,8,851,0,55,0,0,74,Nouvelle-Aquitaine,0.999463
2313.278735,7,2313,1,37,1,0,70,Nouvelle-Aquitaine,0.99988
2991.461463,18,5982,1,35,1,0,68,Nouvelle-Aquitaine,1.999691
457.181035,16,457,0,37,0,0,67,Nouvelle-Aquitaine,0.999604
2184.682613,16,4369,1,36,1,0,62,Nouvelle-Aquitaine,1.999833
1454.01606,13,1454,1,40,1,0,62,Nouvelle-Aquitaine,0.999989
2205.969691,17,4411,1,31,1,0,60,Nouvelle-Aquitaine,1.999574
988.654433,12,1977,0,39,0,0,59,Nouvelle-Aquitaine,1.999688
2673.85,7,2673,1,36,1,0,58,Nouvelle-Aquitaine,0.999682
820.679984,9,820,0,27,1,0,57,Nouvelle-Aquitaine,0.999171
609.236707,10,1218,0,30,0,1,51,Nouvelle-Aquitaine,1.999223
2729.756756,11,5459,1,16,1,1,50,Nouvelle-Aquitaine,1.999812
883.024541,18,883,0,29,1,0,49,Nouvelle-Aquitaine,0.999972
3225.46362,10,6450,1,25,1,0,48,Nouvelle-Aquitaine,1.999713
415.332253,10,830,0,24,0,0,47,Nouvelle-Aquitaine,1.9984
504.542177,15,1009,0,17,1,0,47,Nouvelle-Aquitaine,1.999833
1029.321573,10,2058,0,13,1,0,45,Nouvelle-Aquitaine,1.999375
1762.648583,6,3525,1,24,1,0,45,Nouvelle-Aquitaine,1.999831
924.420411,12,924,0,12,0,0,45,Nouvelle-Aquitaine,0.999545
1054.720593,12,1054,0,6,0,0,40,Nouvelle-Aquitaine,0.999317
1316.295403,13,2632,0,3,0,1,36,Nouvelle-Aquitaine,1.999551
1119.354525,15,1119,0,8,1,1,34,Nouvelle-Aquitaine,0.999683
434.722468,10,434,0,1,1,0,27,Nouvelle-Aquitaine,0.998338
492.167144,7,984,0,2,0,0,25,Nouvelle-Aquitaine,1.999321
1465.880445,14,1465,1,1,0,1,25,Nouvelle-Aquitaine,0.999399
1860.648763,9,3721,1,1,1,1,24,Nouvelle-Aquitaine,1.99984
2343.656155,6,4687,1,1,0,0,21,Nouvelle-Aquitaine,1.999867
4353.612865,18,8707,1,1,0,0,19,Nouvelle-Aquitaine,1.999948
523.082131,17,1046,0,1,1,0,18,Nouvelle-Aquitaine,1.999686
783.69908,8,1567,0,61,1,0,90,Nouvelle-Aquitaine,1.999492
1115.447057,11,2230,0,65,1,0,90,Nouvelle-Aquitaine,1.999198
810.724744,13,810,0,61,0,1,82,Nouvelle-Aquitaine,0.999106
741.435156,18,1482,0,47,1,1,81,Nouvelle-Aquitaine,1.998826
796.133369,10,796,0,51,0,0,80,Nouvelle-Aquitaine,0.999832
1250.338283,17,1250,0,42,1,0,74,Nouvelle-Aquitaine,0.999729
712.062839,12,1424,0,53,1,0,73,Nouvelle-Aquitaine,1.999824
6953.770715,16,6953,1,36,1,0,65,Nouvelle-Aquitaine,0.999889
4710.472965,17,9420,1,36,1,1,65,Nouvelle-Aquitaine,1.999799
9454.002716,17,18908,1,35,1,0,60,Nouvelle-Aquitaine,1.999999
502.738237,13,502,0,29,0,0,60,Nouvelle-Aquitaine,0.998532
573.643739,10,1147,0,25,1,0,59,Nouvelle-Aquitaine,1.999499
1572.703921,10,1572,1,24,1,0,56,Nouvelle-Aquitaine,0.999552
7142.527951,12,7142,1,28,1,0,55,Nouvelle-Aquitaine,0.999926
699.670316,7,1399,0,23,0,0,54,Nouvelle-Aquitaine,1.999513
1318.654518,16,2637,0,29,1,0,51,Nouvelle-Aquitaine,1.999766
863.769454,9,1727,0,30,1,1,50,Nouvelle-Aquitaine,1.999376
698.760439,12,698,0,12,1,1,44,Nouvelle-Aquitaine,0.998912
3688.607226,7,3688,1,9,0,0,42,Nouvelle-Aquitaine,0.999835
464.14317,17,464,0,12,1,0,41,Nouvelle-Aquitaine,0.999692
966.561342,8,1933,0,9,1,0,40,Nouvelle-Aquitaine,1.999873
4002.960271,16,4002,1,12,1,0,36,Nouvelle-Aquitaine,0.99976
1675.113847,8,3350,1,5,0,1,33,Nouvelle-Aquitaine,1.999864
1047.804879,13,2095,0,1,0,0,31,Nouvelle-Aquitaine,1.999418
469.938434,6,939,0,3,0,0,28,Nouvelle-Aquitaine,1.998134
1998.750459,18,1998,1,1,0,0,27,Nouvelle-Aquitaine,0.999625
961.23112,9,961,0,8,0,1,27,Nouvelle-Aquitaine,0.99976
467.885848,12,935,0,1,0,1,25,Nouvelle-Aquitaine,1.998351
1142.882239,10,2285,0,1,0,0,24,Nouvelle-Aquitaine,1.999331
1477.131989,11,1477,1,1,1,0,24,Nouvelle-Aquitaine,0.999911
1226.481613,15,2452,0,1,1,0,22,Nouvelle-Aquitaine,1.999215
1576.750157,10,1576,1,56,1,0,89,Centre-Val-de-Loire,0.999524
863.339078,8,863,0,64,0,0,87,Centre-Val-de-Loire,0.999607
1975.328618,12,1975,1,58,1,0,86,Centre-Val-de-Loire,0.999834
2960.295859,17,5920,1,55,1,0,86,Centre-Val-de-Loire,1.9998
1446.706594,6,2893,1,52,1,0,84,Centre-Val-de-Loire,1.999714
2722.588005,15,2722,1,49,1,0,78,Centre-Val-de-Loire,0.999784
1518.326967,14,3036,1,44,1,0,75,Centre-Val-de-Loire,1.999569
7155.226431,13,7155,1,46,1,0,72,Centre-Val-de-Loire,0.999968
860.888559,9,1721,0,43,0,0,72,Centre-Val-de-Loire,1.999097
858.960229,14,858,0,50,1,0,71,Centre-Val-de-Loire,0.998882
3391.061982,17,6782,1,34,1,0,65,Centre-Val-de-Loire,1.999963
1223.134622,14,2446,0,28,1,0,51,Centre-Val-de-Loire,1.99978
813.113984,15,813,0,25,0,0,50,Centre-Val-de-Loire,0.99986
5135.461074,6,5135,1,28,1,0,50,Centre-Val-de-Loire,0.99991
1343.709536,12,2687,0,15,1,1,47,Centre-Val-de-Loire,1.999688
2200.847136,17,2200,1,12,1,0,38,Centre-Val-de-Loire,0.999615
3857.318686,15,3857,1,13,1,0,37,Centre-Val-de-Loire,0.999917
1940.496348,9,1940,1,4,1,0,34,Centre-Val-de-Loire,0.999744
4501.172975,14,9002,1,1,1,0,34,Centre-Val-de-Loire,1.999923
1260.244854,8,2520,0,1,1,0,30,Centre-Val-de-Loire,1.999611
943.096457,14,943,0,1,1,0,28,Centre-Val-de-Loire,0.999898
597.296101,9,1194,0,1,0,0,27,Centre-Val-de-Loire,1.999009
3492.262859,9,6984,1,2,0,1,27,Centre-Val-de-Loire,1.999849
438.803686,14,877,0,1,0,1,27,Centre-Val-de-Loire,1.998616
1203.616992,7,2407,0,1,0,0,24,Centre-Val-de-Loire,1.999806
7721.082916,10,15442,1,1,1,1,22,Centre-Val-de-Loire,1.999979
889.991666,11,1779,0,1,1,0,21,Centre-Val-de-Loire,1.998895
947.975309,14,1895,0,65,0,0,92,Nouvelle-Aquitaine,1.998997
1873.978584,13,1873,1,62,1,0,92,Nouvelle-Aquitaine,0.999478
1451.670709,17,2903,1,64,1,0,91,Nouvelle-Aquitaine,1.999765
511.792914,13,511,0,64,0,1,90,Nouvelle-Aquitaine,0.998451
424.982428,14,424,0,61,1,1,89,Nouvelle-Aquitaine,0.997688
602.407583,15,1204,0,56,0,1,86,Nouvelle-Aquitaine,1.998647
1025.363428,16,2050,0,62,1,0,84,Nouvelle-Aquitaine,1.999291
1937.365116,17,1937,1,55,1,0,82,Nouvelle-Aquitaine,0.999812
656.119364,18,1312,0,49,0,1,80,Nouvelle-Aquitaine,1.999636
1388.913491,12,1388,0,48,1,0,80,Nouvelle-Aquitaine,0.999342
2781.999577,12,5563,1,61,1,0,80,Nouvelle-Aquitaine,1.999641
4069.756118,15,8139,1,47,1,1,78,Nouvelle-Aquitaine,1.999874
2861.847186,7,5723,1,48,1,1,75,Nouvelle-Aquitaine,1.999757
909.489985,11,909,0,53,0,0,75,Nouvelle-Aquitaine,0.999461
948.373484,11,1896,0,46,0,0,69,Nouvelle-Aquitaine,1.999212
1341.569374,17,2683,0,36,1,0,69,Nouvelle-Aquitaine,1.999897
681.001639,16,1362,0,44,0,0,66,Nouvelle-Aquitaine,1.999995
636.027679,6,636,0,31,0,1,61,Nouvelle-Aquitaine,0.999956
1198.861158,12,1198,0,26,1,1,60,Nouvelle-Aquitaine,0.999282
417.174541,13,834,0,35,0,0,60,Nouvelle-Aquitaine,1.999163
598.103797,15,1196,0,36,0,0,58,Nouvelle-Aquitaine,1.999653
752.666253,17,1505,0,31,0,0,56,Nouvelle-Aquitaine,1.999558
894.239559,17,894,0,26,0,0,55,Nouvelle-Aquitaine,0.999732
492.607195,8,492,0,33,1,0,52,Nouvelle-Aquitaine,0.998767
819.747376,12,819,0,7,0,1,39,Nouvelle-Aquitaine,0.999088
1313.222839,18,2626,0,9,0,0,38,Nouvelle-Aquitaine,1.999661
2398.713233,7,4797,1,12,1,0,36,Nouvelle-Aquitaine,1.999822
904.933431,6,904,0,14,0,0,36,Nouvelle-Aquitaine,0.998969
460.428832,11,460,0,11,0,0,36,Nouvelle-Aquitaine,0.999069
1064.11615,17,1064,0,13,1,0,35,Nouvelle-Aquitaine,0.999891
1341.4789,13,2682,0,5,1,0,34,Nouvelle-Aquitaine,1.999286
1541.21327,11,3082,1,2,0,0,33,Nouvelle-Aquitaine,1.999723
2014.137073,16,4028,1,1,0,0,23,Nouvelle-Aquitaine,1.999864
591.398417,8,591,0,61,0,0,91,Corse,0.999326
2648.243361,15,5296,1,64,1,0,90,Corse,1.999816
1694.411345,12,3388,1,66,1,1,89,Corse,1.999514
1609.189268,18,3218,1,62,1,0,86,Corse,1.999765
1193.794353,16,2387,0,63,1,0,85,Corse,1.999507
996.549988,16,1993,0,49,0,0,83,Corse,1.9999
6828.66591,14,6828,1,49,1,0,79,Corse,0.999902
1191.918742,18,1191,0,57,1,0,79,Corse,0.999229
684.377119,17,1368,0,45,1,0,79,Corse,1.998898
539.534812,15,539,0,54,1,0,77,Corse,0.999009
4044.38267,7,8088,1,48,1,0,70,Corse,1.999811
5136.596572,15,10273,1,44,1,0,69,Corse,1.999962
986.094024,11,1972,0,43,1,0,65,Corse,1.999809
2589.358104,7,2589,1,34,1,0,61,Corse,0.999862
854.658594,18,854,0,27,0,0,59,Corse,0.999229
444.915487,11,889,0,28,1,0,54,Corse,1.998132
8282.904699,15,8282,1,33,1,0,52,Corse,0.999891
779.045703,16,1558,0,27,0,1,49,Corse,1.999883
4840.695694,18,4840,1,16,1,0,44,Corse,0.999856
775.223527,18,775,0,9,0,0,41,Corse,0.999712
550.230515,11,1100,0,15,1,0,40,Corse,1.999162
